Wok 4 Hunger,Punjabi Bagh,+91 8766299673,600,"22,CSC Market, Club Road, Punjabi Bagh Extension, New Delhi",West Delhi,"Takeaway, Delivery","wok 4 hunger new delhi menu, wok 4 hunger new delhi, wok 4 hunger menu, wok 4 hunger restaurant, wok 4 hunger punjabi bagh menu",6,Claim this listing,Not Available,"Home Delivery, Seating Not Available" 
Machan,"Sector 29, Gurgaon",+91 9650510587,900,3.2/5,"Near Jaguar Showroom, Opposite South City 1, Sector 29, Gurgaon",Gurgaon (Gurugram),Pub,"machan wine and beer sarhol haryana 122002 india, machan gurugram, machanphoto, machan ssctor 29, machan menu",0,Claim this listing,Not Available,"Home Delivery, BYOB Only, Above 18 Only, Outdoor Seating, Nightlife"
Biryani Art,DLF Phase 4,+91 9654674333,750,3.8/5,"A-202 & 203, Supermart 1, DLF Phase 4, Gurgaon",Gurgaon (Gurugram),Casual Dining,"biryani art zomato, 1, biryani art, biryani art menu, biryani art dlf phase 4 menu",0,Claimed listing ,"Hyderabadi Biryani, Rice, Chicken Biryani, Chicken Majestic, Lassi, Andhra Chicken, Mutton Biryani","Home Delivery, No Alcohol Available"
Gastronomica Kitchen & Bar,Greater Kailash 1 (GK1),011 33105740,1400,4.5/5,"M-55, 2nd Floor, M Block Market, Greater Kailash 1 (GK 1), New Delhi",South Delhi,"Bar, Casual Dining","gastronomica delhi, gastronomica, 1, gastronomica gk 1, gastronomica gk",0,Claimed listing ,"Pizza, Cocktails, Salmon, Mocktails, Khao Suey, Sangria, Cheese Pasta","Home Delivery, Full Bar Available, Nightlife, Wifi, Live Music, Smoking Area, Brunch, Rooftop, Table booking recommended, Free Wifi, Live Entertainment"
Giani's,Rohini,011 47585555,300,3.6/5,"C-9/22, Near Metro Pillar 400, Sector 7, Rohini, New Delhi",North Delhi,Dessert Parlor,"gianis sector 7 rohini, giani rohini sector 8, 1, gianis rohini, giani ice cream sector 7 rohini",0,Claimed listing ,"Hot Chocolate Fudge, Brownie Chocolate, Chocolate Icecreams, Hot Choco Fudge, Mocha Shake, Brownie Sundae","Home Delivery, Vegetarian Only, No Alcohol Available, Desserts and Bakes"
The Good Food Cafe,Pitampura,+91 9990499909,750,3.7/5,"Shop UG-1, Upper Ground Floor, Vardhman Big V Plaza, Road 44, Pitampura, New Delhi",North Delhi,Quick Bites,"good food cafe menu, 1, good food cafe, good food cafe pitampura, the good food cafe",0,Claimed listing ,"Pasta, Salads, Garlic Bread, Cappuccino, Fruit Beer, Salad, Sandwich","Home Delivery, Wheelchair Accessible, No Alcohol Available, Outdoor Seating, Pet Friendly, Table booking recommended, Kid Friendly"
Cream Bell,Indirapuram,+91 8595347477,200,3.2/5,"Mata Chowk, Makanpur, Indirapuram, Ghaziabad",Ghaziabad,Dessert Parlor,"cream bell ghaziabad, cream bell menu, cream bell ghaziabad menu, cream bell indirapuram menu, which is the best brick of cream bell",0,Claimed listing ,Not Available,"Takeaway Only, Vegetarian Only, No Alcohol Available, Desserts and Bakes"
My Govindas,Connaught Place,+91 8448291525,800,NEW,"G9, Marina Arcade, Outer Circle, Connaught Place, New Delhi",Central Delhi,Quick Bites,"my govindas new delhi menu, my govindas restaurant, my govindas new delhi, my govindas connaught place menu, my govindas menu",10,Claim this listing,Not Available,"Home Delivery, Vegetarian Only, No Alcohol Available, Wifi"
Brijwasi Parathas,East of Kailash,+91 9891058870,150,-,"Shop 154/16, Amritpuri, East of Kailash, New Delhi",South Delhi,Takeaway,"brijwasi parathas restaurant, brijwasi parathas east of kailash menu, brijwasi parathas new delhi menu, brijwasi parathas menu, brijwasi parathas new delhi",2,Claimed listing ,"Aloo Paratha, Laccha Paratha, Broccoli Paratha, Special Nutella Paratha","Breakfast, Takeaway Only"
Berco's,Connaught Place,011 33106478,1100,3.8/5,"G-2/43, Middle Circle, Connaught Place, New Delhi",Central Delhi,Casual Dining,"bercos cp, bercos, bercos new delhi delhi, bercos menu, 1",0,Claimed listing ,"Fruit Beer, Tom Kha Soup, Pineapple Juice, Thukpa, Crispy Chilli Lamb, Chicken Manchow Soup, Mint Mojito","Home Delivery, Full Bar Available, Wifi, Table booking recommended"
Wat-a-Burger!,Golf Course Road,0124 4321939,350,4.1/5,"Shop 3, Suncity Business Tower Near Kotak Mahindra Bank, Sector 54, Golf Course Road, Gurgaon",Gurgaon (Gurugram),Maybe Delivery,"wat a burger, wat a burger sector 54 gurugram haryana, wat a burger community center, zomato wataburger, wat a burger gurgaon",0,Claimed listing ,"Burgers, Paneer Wrap, Chicken Shawarma Wrap, Sandwiches, Sandwich, Butterscotch Shake, Mutton Kebab Wrap","Breakfast, Home Delivery, No Alcohol Available"
Chowringhee,Vasant Kunj,+91 7291902135,600,NEW,"Shop 18, Sector D, Pocket 1, DDA Market, Vasant Kunj, New Delhi",South Delhi,Quick Bites,"chowringhee restaurant, chowringhee vasant kunj menu, chowringhee menu, chowringhee new delhi menu, chowringhee new delhi",26,Claimed listing ,Not Available,"Home Delivery, No Alcohol Available"
Creme N Crisp,Kailash Colony,+91 8130170693,250,3.6/5,"HS-36, Kailash Colony, New Delhi",South Delhi,Bakery,"crisp and creme kailash colony, creme n crisp, creme and crisp, creme n crisp kailash colony, 1",0,Claimed listing ,"Pasta, Blueberry Pastry, Burgers, Indian Sweets","Home Delivery, Wheelchair Accessible, Vegetarian Only, No Alcohol Available, Desserts and Bakes"
Ocha Cafe,Golf Course Road,+91 8802580077,500,NEW,"K1, GF, Orchid Center, Golf Course Road, Gurgaon",Gurgaon (Gurugram),Caf,"ocha cafe golf course road menu, ocha cafe gurgaon, ocha cafe restaurant, ocha cafe menu, ocha cafe gurgaon menu",2,Claim this listing,Not Available,Not Available
New Oriental Wok,Saket,011 65233505,350,3.5/5,"88, C-2, Opposite MGF Metropolitan Mall, Khirki Village Market, Press Enclave, Saket, New Delhi",South Delhi,Quick Bites,"oriental wok menu, oriental wok saket, 1, oriental wok saket menu, oriental wok",0,Claimed listing ,"Noodles, Momos, Clear Soup, Chicken Honey","Home Delivery, No Alcohol Available"
The Yellow Chilli,"Sector 18, Noida",011 33106087,1600,3.7/5,"2nd Floor, Dharam Palace, K Block, Near Movie Time Cinema, Sector 18, Noida",Noida,Casual Dining,"yellow chilli, the yellow chilli noida uttar pradesh, yellow chilli noida sector 18, yellow chilli noida, 1",0,Claimed listing ,"Kulfi, Butter Chicken, Chicken Biryani, Dahi Kebab, Malai Tikka, Gulab Jamun, Spring Roll","Home Delivery, Full Bar Available, Table booking recommended"
Punjab Junction,Sector 49,+91 9891435555,500,2.3/5,"D-112, Rodeo Drive,Sector 49, Sector 49, Gurgaon",Gurgaon (Gurugram),Delivery,"punjbhi bh nhgra junxtion, punjab junctin sohna road, punjab junction sector 49 menu, punjab junction menu, punjabi kotma sector gurgaon bhaiya",0,Claimed listing ,Not Available,"Delivery Only, Seating Not Available, No Alcohol Available"
Sagar Ratna,Rajinder Nagar,011 42473769,750,3.2/5,"Plot 22, 1st Floor, Bazar Marg, Rajinder Nagar, New Delhi",West Delhi,Quick Bites,"sagar ratna rajinder nagar, 1, sagar ratna menu old rajinder nagar, sagar ratna karol bagh, sagar ratna old rajinder nagar",0,Claimed listing ,"Dahi Vada, Mysore Masala Dosa, Filter Coffee, Sweet Lassi, Cheese Dosa, Mix Veg Uthapam, Idli Sambar","Breakfast, Home Delivery, Vegetarian Only, No Alcohol Available, Table booking recommended, Serves Jain Food"
Oh Cakes,Indirapuram,Not Available,150,2.9/5,"Shop 2, Himalya Legend, Nyay Khand 1, Indirapuram, Ghaziabad",Ghaziabad,Bakery,"oh cakes indirapuram, o cakes indirapuram, oh cakes in indirapuram review, 1, oh cake indrapuram",4,Claim this listing,Not Available,"Home Delivery, Seating Not Available, No Alcohol Available, Desserts and Bakes"
Barista,Chanakyapuri,+91 9312812438,650,-,"Ground Floor, Primus Super Speciality Hospital, Chanakyapuri, New Delhi",South Delhi,Caf,"barista restaurant, barista new delhi, barista menu, barista chanakyapuri menu, barista new delhi menu",0,Claimed listing ,"Hot Chocolate, Classic Mojito, Cappuccino, Barrista Blast","Breakfast, Home Delivery, No Alcohol Available"
Fab Grab,Sohna Road,+91 7290855064,300,-,"Food Court, Amenity Block, Unitech Infospace, Sector 48, Near, Sohna Road, Gurgaon",Gurgaon (Gurugram),"Quick Bites, Food Court","fab grab sohna road menu, m8lf grab fab, indian m8lf, fab grab menu, images of a grab a bite logo for a menú",0,Claim this listing,Not Available,No Alcohol Available
Zaika Biryani Hut,Saket,+91 8941089003,200,-,"Shop 1, Plot 3, Kohinoor Enclave, Westend Marg, Saidulajab Village, Saket, New Delhi",South Delhi,"Takeaway, Delivery","zaika biryani hut new delhi delhi, zaika biryani hut menu, zaika biryani hut new delhi, zaika biryani hut saket menu, zaika biryani hut new delhi menu",3,Claim this listing,Not Available,"Home Delivery, No Alcohol Available"
Dosa Plaza,DLF Phase 3,+91 9717280084,300,3.3/5,"3rd Floor, Food Court, Ambience Mall, DLF Phase 3, Gurgaon",Gurgaon (Gurugram),"Food Court, Quick Bites","dosa plaza menu, dosa plaza gurugram haryana, dosa plaza gurgaon haryana, 1, dosa plaza",0,Claim this listing,"Masala Dosa, Vada, Idli, Filter Coffee","Wheelchair Accessible, Vegetarian Only, No Alcohol Available"
Nathu's Sweets,Gole Market,011 23588180,600,3.0/5,"59, Punchkuian Road, Gole Market, New Delhi",Central Delhi,Quick Bites,"nathus restaurant jammu, nathu sweets gole market h in delhi, naathu hotel gandhi ngr, nuthu sweets near gandhinagar, nathu /ganpati restaurant at gol market j k",6,Claim this listing,Not Available,"Breakfast, Home Delivery, Seating Not Available, Vegetarian Only, No Alcohol Available, Desserts and Bakes"
Hyjack,Safdarjung,011 33105251,1200,4.2/5,"B6/6, 2nd Floor, DDA Market, Opposite Deer Park, Safdarjung Enclave, Safdarjung, New Delhi",South Delhi,"Casual Dining, Bar","hyjack safdarjung enclave, hijack restorent, hyjack safdarjung, hi jack safdarjung, hijack bar safdarjung",0,Claim this listing,"Faluda, Chicken Chettinad, Cocktails, Pasta, Blueberry Shake, Pizza, Molten Lava Cake","Full Bar Available, Smoking Area, Live Sports Screening, Vegan Options, Private Dining Area Available, Board Games, Live Entertainment, Free Wifi, Rooftop, Live Music, Dance Floor, Wifi, Nightlife, Table reservation required, Outdoor Seating, Kid Friendly"
Kesarr,Sohna Road,+91 9540190712,600,-,"Main Maruti Kunj More, Bhondsi, Sohna Road, Gurgaon",Gurgaon (Gurugram),Quick Bites,"kesarr sohna road menu, kesarr gurgaon, kesarr, kesarr menu, kesarr restaurant gurgaon",3,Claim this listing,Not Available,No Alcohol Available
KFC,Janakpuri,011 33994444,500,3.6/5,"Unity One Mall, Janakpuri, New Delhi",West Delhi,Quick Bites,"kfc unity one mall janakpuri, kfc unity one janakpuri, kfc unity one zomato, kfc janakpuri unity one, kfc unity one",0,Claimed listing ,"Burgers, Virgin Mojito, Hot Wings, Chicken Wings, Zinger Burger","Home Delivery, No Alcohol Available"
Boulangerie,Janakpuri,+91 7065966966,300,3.5/5,"B1/1, Community Center, Janakpuri, New Delhi",West Delhi,Bakery,"kbs online addaminse janakpuri, cafe me boulangerie, boulangerie, 1, cafe me boulangeriw",0,Claimed listing ,Not Available,"Home Delivery, No Alcohol Available, Free Wifi, Desserts and Bakes, Wifi"
Proteinz,Malviya Nagar,+91 7678654101,300,-,"NIL 24/B, Malviya Nagar, New Delhi",South Delhi,Quick Bites,"proteinz new delhi menu, proteinz restaurant, proteinz new delhi, proteinz malviya nagar menu, proteinz menu",2,Claim this listing,Not Available,"Home Delivery, No Alcohol Available, Free Parking"
Al-Kareem Chicken Corner,Rohini,+91 8860302945,400,3.0/5,"B 3/17, Sector 18, Rohini, New Delhi",North Delhi,Dhaba,"al kareem, al karim rohini west contact no, al kareem chicken point delhi, kareem chicken, al kareem chicken crust menu card",6,Claim this listing,Not Available,"Home Delivery, Wheelchair Accessible, No Alcohol Available"
Drunken Monkey,Karol Bagh,+91 9773937617,500,3.5/5,"Shop 133C Ajmal Khan Road, Karol Bagh, New Delhi",West Delhi,"Quick Bites, Beverage Shop","natro karol bagh to ashosdhi, drunken monkey menu, drunken monkey in karol bagh, drunken monkey krolbagh zomato, monkey shop delhi",0,Claimed listing ,Not Available,"Home Delivery, No Alcohol Available"
Bisht Fast Food Indian Corner,Sohna Road,+91 9654684178,350,-,"Village Islampur, Near Subhash Chowk, Sector 38, Sohna Road, Gurgaon",Gurgaon (Gurugram),Quick Bites,"india, bisht fast food indian corner sohna road menu, north indian fast food menu, who are standing in the indian cornar of boudras viedo, bisht fast food indian corner menu",0,Claim this listing,Not Available,"Home Delivery, No Alcohol Available"
The Tandoori Village,"Sector 18, Noida",+91 9821945499,2000,3.5/5,"4th Floor, DLF Mall Of India, Sector 18, Noida",Noida,Casual Dining,"1, tandoori village dlf mall of india, the tandoori village dlf mall of india, the tandoori village mall of india, tandoori village mall of india",0,Claim this listing,"Cocktails, Veg Seekh Kebab, Butter Chicken, Dahi Ke Kabab, Murgh Kalimirch, Biryani, Dal Makhani","Home Delivery, Serves Non Veg, Full Bar Available, Table booking recommended"
Retro Singh,Janakpuri,+91 9718051122,200,-,"13/9 CSM, Choti Subzi Mandi, Janakpuri, New Delhi",West Delhi,Quick Bites,"retro singh janakpuri menu, retro singh new delhi menu, retro singh new delhi, retro singh menu, singh restaurant janak puri c2b",2,Claim this listing,Not Available,"Home Delivery, Outdoor Seating"
Chini Bowl,"MG Road, Gurgaon",+91 9560299355,800,3.8/5,"1st Floor, Essel Towers, MG Road, Gurgaon",Gurgaon (Gurugram),Casual Dining,"bowl chini, china bowl mg road delhi ncr, chini photo, www.badsah s new song oh manu chini chini chini chun oh manu chini chini chini chun download.com/, chini photos",0,Claimed listing ,"Sushi, Sweet Corn Soup, Fish, California Roll, Dumplings","Home Delivery, No Alcohol Available, Wifi, Live Sports Screening, Live Music, Smoking Area, Table booking recommended"
Curry Company,Greater Kailash 1 (GK1),+91 9999121097,750,3.7/5,"M 10, Greater Kailash 1 (GK1), New Delhi",South Delhi,Delivery,"zomato branch address great kailash in dehli, curry company greater kailash 1 (gk1) menu, curry company menu, curry company new delhi menu, curry company new delhi",0,Claimed listing ,"Phirni, Butter Chicken, Mutton Rara, Dal Makhani, Naan, Chana Masala, Jeera Rice","Delivery Only, Seating Not Available"
Handi Biryani Corner,Malviya Nagar,011 65655820,500,2.7/5,"K-34, Khirki Extension, Malviya Nagar, New Delhi",South Delhi,Quick Bites,"handi biryani corner, handi biryani malviya nagar, 1, handi biryani corner menu, biryani in malviya nagar",10,Claim this listing,Not Available,"Home Delivery, No Alcohol Available"
Hotspot,DLF Phase 3,+91 7053018471,150,-,"Below DLF Phase 3 Metro Station, DLF Phase 3, Gurgaon",Gurgaon (Gurugram),Kiosk,"hospot photos, gudgaon hot spot, 2004ka sawan hot spot manoj, nescafe beverages menu, hotspoon menu",2,Claim this listing,Not Available,"No Alcohol Available, Outdoor Seating"
Kukki da Dhaba,Prashant Vihar,+91 8882740707,600,3.2/5,"G 4-5-6-7, Sharda Chamber, D Block Market, Prashant Vihar, New Delhi",North Delhi,"Takeaway, Delivery","kukki da dhaba, kukki da dabba, kuki da dhaba parshant vihar, kukke di hatti prashant vihar, menu of kukki da dhaba prashant vihar",0,Claimed listing ,"Butter Chicken, Chaap, Tandoori Chicken","Home Delivery, Seating Not Available, No Alcohol Available, Card Upon Delivery, Free Parking, Live Sports Screening, Live Music"
Sandoz,Karol Bagh,+91 9953561001,550,3.2/5,"2305, Arya Samaj Road, Karol Bagh, New Delhi",West Delhi,Casual Dining,"1, sandoz, sandoz restaurant, sandoz karol bagh, sandoz menu",0,Claim this listing,"Butter Chicken, Chicken Grill, Chicken Biryani, Mutton Keema, Chicken Handi, Rice, Chicken Roll","Home Delivery, No Alcohol Available"
Sweet Truth,Barakhamba Road,+91 7400000000,300,4.1/5,"Shop 30, Gandhi Market, Minto Road",Central Delhi,Delivery,"sweet truth new delhi, sweet truth login, sweet truth barakhamba road menu, sweet truth new delhi menu, sweet truth menu",0,Claimed listing ,"Cheesecake, Pancakes, Chocolate Fantasy, Chocolate Decadence, Chocolate Cake, Chocolava","Delivery Only, Seating Not Available, Vegetarian Only, No Alcohol Available, Desserts and Bakes"
Republic Of Chicken,South City 1,18605001033,400,-,"South City Arcade, Phase 1, South City 1, Gurgaon",Gurgaon (Gurugram),Meat Shop,"republcऑफ़ chicken साउथ सिटी 1 गुड गँव, republic of chicken gurgaon, republic of chicken menu, fresh chicken rate i south city gurgaon, republic of chicken south city 1 menu",3,Claim this listing,Not Available,"Home Delivery, Seating Not Available, No Alcohol Available"
Meatwale.com,Rajouri Garden,+91 9899006601,450,-,"J 5/101-B, Nehru Market, Rajouri Garden, New Delhi",West Delhi,"Meat Shop, Quick Bites","meatwale rajouri garden, meatwale manglia delhi me kothi, meatwale.com menu, meatwale.in, mankrola rajouri market",3,Claimed listing ,Not Available,"Home Delivery, Seating Not Available, No Alcohol Available, Free Wifi"
Noon Al Zaitoon,Connaught Place,+91 9999998940,400,2.5/5,"Shop 111, NDMC Market, Connaught Place, New Delhi",Central Delhi,Dhaba,"delhi noon, noon al zaitoon, noon so zaitoon, al zaitoon cp, cannaught place noor restraunt at zomato",0,Claimed listing ,Not Available,Home Delivery
Rajinder Xpress,Safdarjung,011 26100355,800,3.6/5,"AB-4, Safdarjung Enclave Market, Safdarjung, New Delhi",South Delhi,Casual Dining,"rajinder express, 1, rajinder xpress, rajinder da dhaba, rajendra express safdarjung enclave",0,Claimed listing ,"Butter Chicken, Mutton Roganjosh, Kadhai Murgh, Biryani, Butter Naan, Dal Makhani, Murgh Kalimirch","Home Delivery, No Alcohol Available, Table reservation required"
Handi X-Press,DLF Phase 4,+91 8010001166,500,3.7/5,"SF-75, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon",Gurgaon (Gurugram),Quick Bites,"handi express galleria, 1, handixpress, handi x, handi express galleria market",0,Claimed listing ,"Rolls, Dal Makhani, Butter Chicken, Butter Naan, Panneer Butter Masala, Tawa Chicken, Tandoori Momos","Home Delivery, Seating Not Available, No Alcohol Available"
DC Famous Chinese Foods & Rolls,Janakpuri,011 25407669,250,2.9/5,"Near Gate 2, Janakpuri Metro Station, Janakpuri, New Delhi",West Delhi,"Takeaway, Delivery","d.c. famous chinese food new delhi delhi, dc famous chinese food, review of dc famous chinese, dc famous chinese corner tilak nagar, dc famous chinese food janakpuri",28,Claimed listing ,Not Available,"Home Delivery, Seating Not Available, No Alcohol Available"
Menchie's Frozen Yogurt,Hauz Khas Village,+91 8826360529,300,4.0/5,"26, Ground Floor, Hauz Khas Village, New Delhi",South Delhi,Dessert Parlor,"menchies frozen yogurt new delhi delhi, menchie yogurt delhi rate, menchies frozrn yogurt hauz khas village, menchies delhi, menchies frozen yogurt building no 26ground floorhauzkhaz village new delhi 110016",0,Claimed listing ,"Chocolate Yogurt, Cheesecake, Chocolate Waffles, Chocolate Cake, Marshmallow","Home Delivery, No Alcohol Available, Desserts and Bakes"
Orient Heritage,South Delhi,011 49327386,850,Not Available,In and around Greater Kailash 1 (GK1),Zomato Delivery,Delivery,"orient heritage new delhi menu, orient heritage menu, orient heritage restaurant, orient heritage greater kailash 1 (gk1) menu, orient heritage new delhi",0,Claim this listing,Not Available,Delivery Only
Varaastha Snacks & Shakes,Delhi University-GTB Nagar,+91 8860362135,400,NEW,"1723, Outram Lines, Mukherjee Nagar, Delhi University-GTB Nagar, New Delhi",North Delhi,Quick Bites,"varaastha snacks & shakes restaurant, varaastha snacks & shakes delhi university-gtb nagar menu, varaastha snacks & shakes new delhi, varaastha snacks & shakes menu, varaastha snacks & shakes new delhi menu",2,Claim this listing,Not Available,"Home Delivery, No Alcohol Available"
Bent Chair Cafe,Saket,011 45654343,400,3.0/5,"Inside Om Book Shop, DLF Place Mall, Saket, New Delhi",South Delhi,Caf,"bent chair cafe new delhi menu, bent chair cafe saket menu, bent chair cafe restaurant, bent chair cafe new delhi, bent chair cafe menu",4,Claim this listing,Not Available,No Alcohol Available
Alaturka,Saket,+91 9999178888,650,3.3/5,"G-64, Ground Floor, Select Citywalk Mall, Saket, New Delhi",South Delhi,Quick Bites,"ala turka delhi, alaturka saket, 1, alaturka, ala turka",0,Claimed listing ,"Chicken Roll, Chicken Tikka Shawarma, Rolls, Falafel, Chicken Grill, Lemonade, Chicken Shawarama","Breakfast, Home Delivery, Wheelchair Accessible, No Alcohol Available, Wifi, Outdoor Seating"
Faasos,Green Park,011 40505907,600,3.9/5,"Shop G-1B, Ground Floor, Ashirwad Complex, Near Uphar Cinema, Green Park, New Delhi",South Delhi,"Takeaway, Delivery","fasoos near safdarjung, faasos green park, faasos green park contact number, faasos menu, faasos restaurant green park",0,Claimed listing ,"Rolls, Biryani, Jumbo Chicken Roll, Chicken Tikka, Omelette, Chicken Wrap, Roti","Breakfast, Home Delivery, Seating Not Available, No Alcohol Available"
Good Foods,Delhi University-GTB Nagar,+91 9717249395,300,3.3/5,"Rajpura Village, CC Colony, Delhi University-GTB Nagar, New Delhi",North Delhi,"Takeaway, Delivery","good food, good food pvt ltd delhi, 1, good food service pvt limited contact delhi, what is good in delhi",36,Claimed listing ,Not Available,"Breakfast, Home Delivery, Seating Not Available, No Alcohol Available"
Kill The Bill,Connaught Place,011 40347913,1200,4.2/5,"1st Floor, F-14/15, Middle Circle, Connaught Place, New Delhi",Central Delhi,Lounge,"kill the bill, kill the bill cp menu, kill the bill delhi, kill the bill cp delhi, kill the bill cp",0,Claimed listing ,"Martini, Popcorn, Pizza, Chicken Lollipop, Spicy Chicken Tikka, Paneer Kurkure, Cocktails","Full Bar Available, Wifi, Nightlife, Dance Floor, Table reservation required, Live Music"
Sandwedges,Indirapuram,+91 7503139350,250,3.5/5,"Shop 30, Express Garden Market, Near Shipra Mall, Indirapuram, Ghaziabad",Ghaziabad,Quick Bites,"sandwedges, sand wedges, sandwiches indirapuram, sand wedges indirapuram, 1",0,Claimed listing ,"Sandwiches, Vada Pav, Burgers, Mojito, Nutella Shake, Mumbai Masala Sandwich, Hot Chocolate","Home Delivery, Vegetarian Only, No Alcohol Available, Free Parking"
Vapour Bar Exchange,Golf Course Road,011 30806639,1600,4.2/5,"Global Foyer Mall, Golf Course Road, Gurgaon",Gurgaon (Gurugram),"Microbrewery, Bar","vapour bar exchange sector 43, vapour bar exchange, vapour bar exchange golf course road, vapour bar exchange gurugram haryana, vapour bar exchange gurugram haryana 122002",0,Claimed listing ,"Crispy Chilli Corn, Virgin Mojito, Pizza, Chicken Tikka, Wheat Beer, Atta Chicken, Loaded Nachos","Full Bar Available, Nightlife, Live Sports Screening"
Atithi Satkar,Vasant Kunj,011 33106364,400,4.5/5,"C6, Vasant Kunj, New Delhi",South Delhi,Delivery,"atithi satkar restaurant, atithi satkar new delhi, atithi satkar vasant kunj menu, atithi satkar new delhi menu, atithi satkar menu",0,Claim this listing,"Kadhai Paneer, Kadhai Murgh, Dal Makhani, Naan, Kastoori Kebab, Mutton Roganjosh, Chicken Curry","Delivery Only, Seating Not Available, Lunch Menu, Card Upon Delivery"
Kukkad Nukkad,Delhi University-GTB Nagar,+91 9891295998,600,3.2/5,"Shop 18, 1st Floor, Above Cantabil Showroom, Hudson Lane, Delhi University-GTB Nagar, New Delhi",North Delhi,Quick Bites,"kukkad nukkad, kukkad nukkad gtb nagar, kukad nukad, kukad nukad gtb nagar, kukkad nukkad adress gtb nagar",0,Claimed listing ,Shahi Paneer,No Alcohol Available
Waffle Bunny,Rohini,+91 9773785463,350,3.6/5,"GF-1A, SD Shoppers Arcade, DC Chowk Sector-9 Rohini, Delhi 110085",North Delhi,Dessert Parlor,"waffle bunny delhi, waffle chowk sec 6 rohini, waffle king rohini menu, rabbit for eat near rohibi, waffle shop inshop in rohini",0,Claimed listing ,"Churros, Fries, Nutella Waffle, Oreo Shake, Kitkat Waffles, Brownie Waffle, Oreo Waffle","Home Delivery, Desserts and Bakes"
China Town,Rohini,+91 9013547961,300,-,"Pocket 14, Near Moonlight Apparments, Sector 20, Rohini",North Delhi,"Takeaway, Delivery","china town new delhi, china town menu, china town restaurant, china town new delhi menu, china town rohini menu",0,Claim this listing,Not Available,"Home Delivery, Seating Not Available, No Alcohol Available"
Treesta,Indirapuram,+91 7009255300,300,-,"137, Niti Khand 2, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",Ghaziabad,Quick Bites,"treesta indirapuram menu, treesta restaurant, treesta ghaziabad, treesta menu, treesta ghaziabad menu",0,Claim this listing,Not Available,Home Delivery
Punjabi Angithi,Janakpuri,+91 7210999777,400,4.3/5,"Shop 15 A, A1 Block, LSC, DDA Market, Janakpuri, New Delhi",West Delhi,"Takeaway, Delivery","punjabi angithi, punjabi angeethi zomato, punjabi angheti janakpuri menu, punjabi angithi a1 b block delhi vontact no., punjabi angithi janakpuri",0,Claimed listing ,"Dal Makhani, Rolls, Paneer Lababdar, Manchurian, Soya Chaap Masala, Panneer Butter Masala, Naan","Home Delivery, Seating Not Available, No Alcohol Available"
Khamma Ghani,Kalkaji,+91 9773959341,400,3.2/5,"B-94, Shop 2, Kalkaji Main Market, Kalkaji, New Delhi",South Delhi,"Takeaway, Delivery","khamma ghani menu, khamma ghani new delhi menu, khamma ghani kalkaji menu, khamma ghani new delhi, khamma ghani restaurant",0,Claim this listing,Not Available,"Home Delivery, Seating Not Available"
Moon Bite,Delhi University-GTB Nagar,+91 8391983919,500,2.9/5,"Delhi University-GTB Nagar, New Delhi",North Delhi,Delivery,"moon bite delhi university-gtb nagar menu, moon bite new delhi menu, moon bite restaurant, moon bite menu, moon bite new delhi",5,Claim this listing,Not Available,"Delivery Only, Seating Not Available, Serves Non Veg, No Alcohol Available"
Sethi's,Delhi University-GTB Nagar,00 07065191999,800,-,"A-22a, Upper Ground Floor, Sardar Nagar, Delhi University-GTB Nagar, New Delhi",North Delhi,Delivery,"sethi's delhi university-gtb nagar menu, sethi's menu, sethi's new delhi menu, sethi's restaurant, sethi's new delhi",0,Claimed listing ,Not Available,"Delivery Only, Seating Not Available"
Vicky Chicken Corner,Janakpuri,+91 9716638392,400,-,"40 Feet Road, Chanakya Place, Janakpuri, New Delhi",West Delhi,Quick Bites,"vicky jail rood address, vicky chicken, vicky chicken corner chanakya market new delhi, vicky new, vikky chicken combat. com",2,Claim this listing,Not Available,No Alcohol Available
Gupta Chat Corner,Punjabi Bagh,+91 9911121116,300,3.5/5,"1/51, Central Market, Near Guru Nanak School, West Punjabi Bagh, Punjabi Bagh, New Delhi",West Delhi,Takeaway,"1, gupta chaat corner, gupta chat corner punjabi bagh, gupta chat corner, gupta chat bhandar punjabi bagh",0,Claim this listing,"Chole Bhature, Aloo Tikki, Chole Tikki, Malai Chaap, Rolls, Pav Bhaji, Aloo Chaat","Takeaway Only, Seating Not Available, Vegetarian Only, No Alcohol Available"
Chowki,Greater Kailash 2 (GK2),011 40535101,750,-,"1, Sehgal Market, Greater Kailash (GK) 2, New Delhi",South Delhi,Delivery,"chowki new delhi, www.चौकी का फोटो., chowki greater kailash 2 (gk2) menu, www.chowki.com, chowki menu",2,Claimed listing ,"Mutton Roganjosh, Murgh Kalimirch, Chingari Tikka","Delivery Only, Seating Not Available, No Alcohol Available"
Only Bar,Nehru Place,+91 9996303111,500,3.4/5,"24, Near Allahabad bank, Nehru Place, New Delhi",South Delhi,Lounge,"the flying coser bar nehru place photo, only bar menu, only bar restaurant nehru plase, only bar nehru place, only bar nehru place menu card",0,Claimed listing ,Not Available,"Home Delivery, Full Bar Available, Wifi, Table booking recommended"
